match_id,player1,player2,p1_momentum,p2_momentum,p1_turning_points,p2_turning_points
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,10.4,-5.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.4,-2.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.3,-1.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.2,0.3999999999999999,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8999999999999999,3.4,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9,3.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9,3.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8,1.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,-1.9,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.4,-0.8999999999999999,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-1.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,-1.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.3,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.2,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.1,2.4,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,5.4,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.10000000000000009,3.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8,3.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.3,1.2,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.4,1.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,1.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,0.19999999999999996,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,0.30000000000000004,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,0.30000000000000004,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.2,2.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.9,5.4,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9,5.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.19999999999999996,2.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.19999999999999996,3.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.3,1.1,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.4,1.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-1.0,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.4,-2.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.3,-1.0,0,0
